CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;06:22:51:008;41,52028173;2,00324842;533,442421779968;1750,13923507259;13,90625;341,317749;7066;17,5;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;119,46;274,3231;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:51:969;41,39686133;2,41042541;693,296174636111;2274,59382159314;15,085938;67,417603;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-80,683594;207;0,328;0;-32;2176;217,8;278,9813;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:51:898;41,32583334;2,16262668;281,935541464947;924,985401859857;3,128906;61,155396;1000;9,25;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-115,3125;143;0,22;-768;-736;1887;150,48;245,6488;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:51:930;41,36027671;2,2631961;693,387375742197;2274,89303783003;8,121094;63,81958;1000;22,75;7814C4;CSZ865;1014;-0,176;-113,555;198;-0,125;202;-114,960938;189;0,3;-32;-32;174;210,76;245,8026;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:52:117;41,33750954;2,41884348;1661,01933963224;5449,53869023905;14,519531;81,134033;1000;54,5;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;63,105469;214;0,356;-672;-672;398;237,82;62,1387;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:53:531;41,23332063;2,05318264;609,601975260302;2000,00654451301;4,617188;208,707275;1000;20;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;176,308594;215;0,336;704;864;3550;229,46;176,9952;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:53:570;41,28831888;2,09183096;3,17580997943878E-05;0,000104193244129419;0,875;211,920776;1000;0;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-114,082031;129;0,192;-32;32;709;127,6;245,4401;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:55:000;41,52047954;2,0000228;533,44160685502;1750,13656143422;13,964844;340,768433;7066;17,5;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;119,46;274,801;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:55:555;41,51238904;2,26828489;1828,81321021728;6000,04353260927;14,78125;30,536499;2373;60;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;173,144531;250;0,42;-1376;-1376;2353;285,34;175,166;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:55:953;41,39758763;2,40505458;693,300990435295;2274,60962145973;14,878906;66,906738;6342;22,75;343650;ANE2377;1014;-0,527;-81,211;218;-0,062;222;-81,035156;208;0,328;-32;-64;2176;218,68;278,6847;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:55:891;41,32470329;2,15931384;266,696029479615;874,987001357901;2,964844;60,908203;1000;8,75;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-115,488281;144;0,22;-768;-768;1887;151,36;245,8026;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:55:922;41,35875639;2,25869178;693,389193345793;2274,89900109661;7,898438;63,764648;1000;22,75;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,136719;185;0,292;-32;-32;174;209,88;245,7971;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:56:109;41,33932642;2,42408288;1653,39476034604;5424,5236655337;14,769531;80,853882;1000;54,25;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;64,335938;213;0,356;-768;-640;398;236,94;65,2753;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:57:508;41,22905483;2,05355057;632,462728275917;2075,00901743676;4,835938;207,075806;1000;20,75;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;175,957031;220;0,344;1216;1376;3550;235,62;176,5887;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:57:617;41,28718772;2,08867168;-3,95234674215317E-05;-0,000129670172855258;1,011719;216,765747;1000;-0,25;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-114,433594;143;0,216;-160;32;709;147,4;245,5225;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:58:992;41,52069378;1,9974596;541,06096750591;1775,13446463209;14,015625;340,339966;7066;17,75;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;119,46;274,801;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:59:555;41,50716765;2,26976609;1798,32997329719;5900,03290959236;14,546875;31,393433;2373;59;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;167,519531;250;0,42;-1344;-1344;2353;283,14;168,1732;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:59:945;41,39833533;2,39964178;693,305765962228;2274,62528919952;14,671875;66,373901;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-80,859375;209;0,328;-32;0;2176;218,68;278,6847;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:59:883;41,32351549;2,15584409;251,456510253251;824,988577099275;2,792969;60,622559;1000;8,25;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-115,488281;144;0,22;-736;-768;1887;151,36;245,8026;No alert, no SPI, aircraft airbone
CAT048;20;129;06:22:59:914;41,35727735;2,25435784;685,7708909465;2249,90456985291;7,683594;63,71521;1000;22,5;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,136719;183;0,288;-352;-416;174;208,56;245,7587;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:00:102;41,34099385;2,42935197;1638,15006916877;5374,50827293166;15,019531;80,617676;1000;53,75;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;63,984375;214;0,356;-512;-608;398;236,5;65,495;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:01:484;41,22457335;2,05391155;662,943562132306;2175,01175638616;5,070312;205,526733;1000;21,75;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;175,957031;224;0,352;1632;1792;3550;239,58;176,4075;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:01:656;41,28602679;2,08521461;-0,000149181112647057;-0,000489439361616969;1,164062;220,88562;1000;-0,5;3443D5;VLG65MT;1014;-0,527;-114,609;160;-0,906;158;-114,257812;155;0,232;-1408;128;709;157,52;245,2203;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:02:977;41,52098267;1,9947143;548,680292629637;1800,13225127102;14,074219;339,889526;7066;18;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;119,46;274,3231;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:03:563;41,50199155;2,27182296;1767,84653772134;5800,02163481769;14,332031;32,360229;2373;58;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;161,71875;250;0,42;-1376;-1408;2353;281,16;162,5922;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:03:938;41,39893624;2,39437839;693,310301993042;2274,64017119085;14,46875;65,86853;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-80,507812;209;0,328;0;32;2176;218,9;279,201;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:03:875;41,32235987;2,15244759;236,216951400042;774,990022831312;2,625;60,298462;1000;7,75;4D2402;WZZ2407;1014;0,527;-114,258;152;0,031;150;-115,136719;145;0,22;-736;-736;1887;151,36;245,8026;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:03:914;41,35576187;2,25005241;670,532523822971;2199,90992545936;7,46875;63,682251;1000;22;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,136719;181;0,284;-800;-896;174;199,54;245,2698;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:04:102;41,34275577;2,43450648;1622,90542360675;5324,49302998596;15,265625;80,36499;1000;53,25;48C12E;RYR519Z;1014;-1,23;65,215;234;-0,031;236;63,632812;212;0,352;-576;-544;398;234,74;65,2917;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:05:469;41,22014125;2,05433955;708,664443130605;2325,01465160061;5,304688;204,098511;1000;23,25;3424D4;VLG45PN;1014;0,527;176,309;244;0,062;244;176,308594;229;0,36;2048;2208;3550;244,64;176,2482;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:05:695;41,28464536;2,08146008;7,6197014618665;24,9990213441501;1,339844;224,060669;1000;0,25;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-113,203125;164;0,248;2112;1664;709;167,42;245,2698;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:06:977;41,52111614;1,99196063;548,679514513351;1800,12969839598;14,125;339,428101;7066;18;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;119,24;272,8839;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:07:570;41,49702982;2,27438109;1737,36300530937;5700,01004233918;14,144531;33,403931;2373;57;3C1459;KLM1497;1014,2;-12,305;157,852;280;-0,719;278;156,621094;250;0,416;-1312;-1280;2353;280,06;157,7417;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:07:922;41,39958465;2,38915291;693,314740556292;2274,65473340671;14,269531;65,341187;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-80,683594;209;0,328;0;0;2176;218,9;278,9429;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:07:867;41,32127864;2,14919141;220,977347861044;724,991321956428;2,464844;59,91394;1000;7,25;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-115,664062;145;0,224;-800;-768;1887;151,36;245,8026;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:07:906;41,35429445;2,24571551;655,294128497131;2149,91518853853;7,253906;63,621826;1000;21,5;7814C4;CSZ865;1014;-0,176;-113,73;190;0,094;190;-115,136719;180;0,284;-1344;-1024;174;195,14;245,4675;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:08:094;41,34445154;2,43983928;1615,28053262085;5299,47698264378;15,519531;80,139771;1000;53;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;61,875;212;0,352;-512;-576;398;234,08;64,4183;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:09:453;41,21562126;2,05477052;754,385388564318;2475,01775821736;5,546875;202,769165;1000;24,75;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;176,835938;230;0,364;2432;2592;3550;246,62;176,5063;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:09:719;41,28336805;2,07767339;53,3395101139322;174,998398362193;1,515625;226,702881;1000;1,75;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-113,027344;163;0,248;2336;2592;709;167,42;244,5062;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:10:961;41,52128165;1,98913851;556,298709555529;1825,12705825816;14,179688;338,961182;7066;18,25;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;120,12;272,384;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:11:578;41,49232096;2,27716974;1714,49950922374;5624,9985698416;13,980469;34,475098;2373;56,25;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;155,214844;249;0,416;-1376;-1408;2353;279,18;156,0992;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:11:914;41,40020237;2,38382029;693,319180989638;2274,66930175804;14,066406;64,797363;6342;22,75;343650;ANE2377;1014;-19,688;-85,078;218;-1,594;222;-86,484375;208;0,328;0;0;2176;218,02;275,2625;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:11:852;41,32012463;2,14578813;205,737731953152;674,992580501178;2,296875;59,485474;1000;6,75;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-116,191406;145;0,22;-704;-800;1887;150,48;245,6488;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:11:898;41,35287057;2,24145125;632,435661632568;2074,92021611059;7,042969;63,550415;1000;20,75;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,3125;179;0,28;-960;-960;174;192,94;245,5719;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:12:078;41,3462839;2,44478887;1600,03595548123;5249,46196418104;15,757812;79,881592;1000;52,5;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;55,546875;211;0,348;-448;-480;398;234,08;60,2545;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:13:430;41,2110293;2,05515481;807,726391295902;2650,02105361925;5,796875;201,555176;1000;26,5;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;177,011719;229;0,36;2688;2752;3550;248,6;176,7645;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:13:734;41,28202087;2,07394162;106,679289384745;349,997679785047;1,695312;228,630981;1000;3,5;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-114,257812;162;0,244;2752;2752;709;165,22;244,5172;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:14:953;41,52134283;1,9862522;556,297807695344;1825,12409939919;14,230469;338,477783;7066;18,25;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;120,12;272,8619;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:15:586;41,48770298;2,28020544;1684,01595694199;5524,98691217357;13,832031;35,595703;2373;55,25;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;153,28125;249;0,416;-1472;-1472;2353;278,3;153,5229;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:15:906;41,40037248;2,37825989;693,323614581488;2274,68384766353;13,84375;64,319458;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-96,152344;207;0,328;-32;0;2176;218,68;266,3251;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:15:844;41,31898875;2,14247177;182,878077175468;599,993710720363;2,132812;59,018555;1000;6;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-116,367188;145;0,22;-832;-768;1887;149,6;245,4895;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:15:891;41,35138029;2,23713392;609,577160432003;1999,92513103173;6,828125;63,495483;1000;20;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,3125;176;0,276;-928;-992;174;192,28;245,5389;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:16:070;41,34851518;2,44954296;1592,41155530419;5224,44752710421;15,992188;79,541016;1000;52,25;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;47,8125;210;0,348;-576;-448;398;231,88;52,1851;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:17:414;41,20648733;2,05551329;861,067429363728;2825,02446495369;6,046875;200,462036;1000;28,25;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;177,363281;230;0,364;2624;2656;3550;250,58;177,0227;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:17:742;41,28072507;2,0703204;160,019040962681;524,996870352003;1,871094;230,163574;1000;5,25;3443D5;VLG65MT;1014;-7,207;-116,543;164;-0,938;164;-117,246094;159;0,244;2528;2656;709;164,78;244,0558;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:18:938;41,52151229;1,98331945;556,296922194771;1825,12119421349;14,289062;337,999878;7066;18,25;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;121,22;273,3069;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:19:594;41,48319963;2,28356109;1653,53231189959;5424,97495017264;13,703125;36,77124;2373;54,25;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;146,777344;248;0,412;-1568;-1504;2353;276,54;147,1124;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:19:891;41,39989402;2,37290083;693,327654184774;2274,69710095557;13,613281;63,989868;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-106,171875;207;0,328;32;96;2176;218,24;256,4703;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:19:836;41,31784268;2,13915072;175,258394336328;574,994750474398;1,96875;58,485718;1000;5,75;4D2402;WZZ2407;1014;0,703;-114,434;150;0,094;150;-116,191406;146;0,224;-736;-736;1887;149,6;245,4895;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:19:891;41,34995993;2,23305548;594,338531157933;1949,92962656419;6,625;63,446045;1000;19,5;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,3125;175;0,272;-1024;-1120;174;191,18;245,462;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:20:063;41,35136627;2,45368991;1584,78778364789;5199,43515210334;16,207031;79,06311;1000;52;48C12E;RYR519Z;1014;-23,555;43,945;230;-2,031;232;39,902344;209;0,348;-576;-224;398;230,78;43,9453;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:21:398;41,20178989;2,05581064;914,408544781618;3000,02813006132;6,308594;199,451294;1000;30;3424D4;VLG45PN;1014;0,879;177,363;252;0,062;248;177,714844;230;0,368;2624;2688;3550;251,46;177,2589;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:21:750;41,27925934;2,06669702;213,35876763612;699,995979211289;2,054688;231,212769;1000;7;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-123,75;160;0,244;2560;2624;709;165;238,1396;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:22:930;41,52162358;1,98026295;563,91594002489;1850,11797267126;14,347656;337,5;7066;18,5;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;121,44;275,191;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:23:602;41,47921916;2,28764674;1623,04851607606;5324,96249348297;13,625;37,996216;2373;53,25;3C1459;KLM1497;1014,2;-22,676;139,922;274;-1,531;274;140,097656;248;0,412;-1568;-1504;2353;275,66;140,3009;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:23:891;41,39867185;2,36772459;693,33130321838;2274,70907285099;13,371094;63,83606;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-110,039062;207;0,328;96;64;2176;217,58;249,8126;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:23:820;41,31673317;2,13590461;152,398677511141;499,995677125651;1,808594;57,854004;1000;5;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-115,839844;145;0,22;-832;-768;1887;148,28;245,6818;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:23:883;41,34846821;2,22883562;571,479902336374;1874,93412278127;6,414062;63,4021;1000;18,75;7814C4;CSZ865;1014;0,527;-113,555;184;-0,062;186;-115,136719;175;0,272;-992;-1088;174;190,74;245,3467;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:24:047;41,35455546;2,45718879;1584,78467908315;5199,42496652317;16,398438;78,508301;1000;52;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;32,167969;207;0,344;-160;-160;398;228,58;35,9143;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:24:203;41,2906867;2,39859249;1813,43538114801;5949,59133588564;13,460938;92,466431;6351;59,5;4D2265;RYR6882;1014;0,352;-24,258;232;0,062;234;-24,257812;209;0,352;-1120;-1088;1334;232,54;335,8575;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:25:383;41,1971256;2,05610316;967,749703916721;3175,03193859814;6,570312;198,528442;1000;31,75;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;177,890625;231;0,368;2720;2784;3550;253,44;177,5061;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:25:742;41,27744873;2,06345618;266,698523008265;874,995182226435;2,238281;231,399536;1000;8,75;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-133,769531;160;0,244;2592;2592;709;164,78;229,9219;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:26:914;41,52185979;1,97721067;563,914997074753;1850,11487900273;14,414062;337,016602;7066;18,5;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;121,88;277,0642;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:27:609;41,47548007;2,29235147;1592,56447472144;5224,94923124509;13,582031;39,287109;2373;52,25;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;133,769531;248;0,412;-1568;-1600;2353;274,56;134,1101;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:27:883;41,39711868;2,36285755;693,334576398134;2274,71981163005;13,132812;63,781128;6342;22,75;343650;ANE2377;1014;-6,855;-113,379;218;-0,688;220;-112,851562;207;0,328;32;-64;2176;217,8;246,731;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:27:805;41,31555929;2,13249652;137,158945471048;449,996554659234;1,640625;57,073975;1000;4,5;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-115,839844;145;0,22;-768;-768;1887;148,28;245,6818;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:27:875;41,34700949;2,22469054;548,621205926873;1799,93839725312;6,207031;63,352661;1000;18;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-114,960938;174;0,272;-1408;-1184;174;190,08;245,2698;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:28:031;41,3582779;2,460068;1577,16226645932;5174,41705029038;16,570312;77,838135;1000;51,75;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;24,082031;205;0,34;-96;-192;398;226,16;27,6965;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:28:188;41,29456132;2,39620838;1790,5773122739;5874,59766920072;13,34375;91,488647;6351;58,75;4D2265;RYR6882;1014;N/A;N/A;N/A;N/A;N/A;-23,554688;209;0,352;-1152;-1120;1334;231,66;336,3135;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:29:367;41,19249677;2,05636332;1021,09090152849;3350,03587337072;6,832031;197,693481;1000;33,5;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;177,714844;231;0,372;2848;2880;3550;254,32;177,9675;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:29:734;41,27522495;2,06066139;320,038333626464;1049,99456649505;2,421875;230,800781;1000;10,5;3443D5;VLG65MT;1014;N/A;N/A;N/A;N/A;N/A;-142,734375;159;0,244;2432;2368;709;165,44;220,3363;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:30:906;41,52218804;1,97427922;563,914118901826;1850,11199785787;14,484375;336,566162;7066;18,5;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;122,76;279,3823;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:31:617;41,47212752;2,29756128;1554,46027798671;5099,93545842993;13,578125;40,594482;2373;51;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;127,441406;248;0,412;-1632;-1632;2353;273,68;128,1665;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:31:875;41,39531604;2,35795968;693,337754921988;2274,73023985825;12,886719;63,781128;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-114,609375;208;0,328;-64;-64;2176;218,9;244,8358;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:31:789;41,31444789;2,12923103;121,919174798764;399,997305446778;1,480469;56,134644;1000;4;4D2402;WZZ2407;1014;N/A;N/A;N/A;N/A;N/A;-115,3125;144;0,22;-800;-768;1887;147,4;245,5225;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:31:867;41,34560875;2,22060358;525,762452464551;1724,9424845438;6,003906;63,28125;1000;17,25;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,136719;172;0,268;-1024;-928;174;189,42;245,2863;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:32:023;41,362204;2,46212204;1577,16073596198;5174,41202897351;16,710938;77,113037;1000;51,75;48C12E;RYR519Z;1014;N/A;N/A;N/A;N/A;N/A;16,171875;204;0,34;-320;-288;398;225,06;19,4788;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:32:172;41,29851607;2,39408435;1767,71904681996;5799,60335756878;13,242188;90,472412;6351;58;4D2265;RYR6882;1014;N/A;N/A;N/A;N/A;N/A;-19,6875;209;0,352;-1248;-1312;1334;231,66;338,9777;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:33:352;41,18777237;2,05657275;1082,05216930714;3550,04003914962;7,101562;196,924438;1000;35,5;3424D4;VLG45PN;1014;N/A;N/A;N/A;N/A;N/A;177,890625;232;0,372;2912;2912;3550;254,32;177,9675;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:33:711;41,2727143;2,05817885;358,138191627339;1174,99410461864;2,605469;229,795532;1000;11,75;3443D5;VLG65MT;1014;-22,676;-148,359;168;-2,344;168;-152,226562;161;0,248;1792;1696;709;168,08;211,6022;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:34:898;41,52267094;1,97143255;563,913327656686;1850,10940190916;14,5625;336,148682;7066;18,5;347559;BOMB08;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;280;121,66;281,8597;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:35:625;41,46930853;2,30329488;1523,97594177257;4999,92122880513;13,621094;41,885376;2373;50;3C1459;KLM1497;1014,2;N/A;N/A;N/A;N/A;N/A;120,9375;248;0,408;-1632;-1600;2353;273,24;122,58;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:35:773;41,31327634;2,12590242;106,679379287176;349,997974740538;1,316406;55,025024;1000;3,5;4D2402;WZZ2407;1014;0,527;-114,609;146;0;148;-114,609375;144;0,22;-768;-768;1887;146,3;245,3577;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:35:867;41,39346916;2,35318687;693,340774637647;2274,74014706218;12,644531;63,803101;6342;22,75;343650;ANE2377;1014;N/A;N/A;N/A;N/A;N/A;-114,960938;208;0,328;-64;-32;2176;220,22;244,1327;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:35:859;41,34419884;2,21651788;510,523654961027;1674,94642814234;5,800781;63,209839;1000;16,75;7814C4;CSZ865;1014;N/A;N/A;N/A;N/A;N/A;-115,488281;170;0,264;-704;-576;174;188,76;245,2917;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:36:008;41,36629355;2,46335783;1569,54009406734;5149,4099222199;16,820312;76,338501;1000;51,5;48C12E;RYR519Z;1014;-23,379;11,426;224;-2,031;224;7,910156;203;0,336;-512;-416;398;224,62;11,3049;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:36:156;41,30254113;2,39255881;1744,86031298619;5724,6075092576;13,171875;89,423218;6351;57,25;4D2265;RYR6882;1014;N/A;N/A;N/A;N/A;N/A;-12,128906;209;0,352;-1312;-1408;1334;232,54;346,5582;No alert, no SPI, aircraft airbone
CAT048;20;129;06:23:37:336;41,183007;2,05675387;1143,01349822991;3750,0444055326;7,375;196,21582;1000;37,5;3424D4;VLG45PN;1014;0,527;178,418;256;0,062;252;177,539062;233;0,376;2976;3072;3550;255,42;178,1982;No alert, no SPI, aircraft airbone
