CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;04:04:35:063;41,30294821;2,32276214;1440,11092041247;4724,77351212603;10,011719;89,154053;1000;47,25;4CAD3C;RYR1FB;1013,2;N/A;N/A;N/A;N/A;N/A;60,644531;250;0,412;2080;2176;2077;276,76;61,9464;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:35:258;41,29560252;2,12387325;342,899354944006;1124,99791967449;1,046875;107,215576;1421;11,25;3424D2;VLG6152;1014;2,461;92,812;168;0,25;164;93,164062;157;0,24;1440;1248;2082;168,3;92,7246;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:39:047;41,30533264;2,3288109;1485,8271037275;4874,76099499332;10,289062;88,374023;1000;48,75;4CAD3C;RYR1FB;1013,2;N/A;N/A;N/A;N/A;N/A;60,996094;251;0,416;2432;2464;2077;277,2;62,2266;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:39:234;41,2954171;2,12803501;365,759075085633;1199,99700390395;1,230469;105,089722;1421;12;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;93,867188;161;0,248;1248;1248;2082;173,58;93,9661;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:43:031;41,30770897;2,33490009;1539,1631700974;5049,74809498234;10,570312;87,637939;1000;50,5;4CAD3C;RYR1FB;1013,2;N/A;N/A;N/A;N/A;N/A;61,347656;251;0,416;2656;2560;2077;276,98;62,6935;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:43:211;41,29517771;2,13231333;396,238736884668;1299,9958975207;1,421875;103,601074;1421;13;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;94,921875;164;0,256;1312;1216;2082;177,76;94,5209;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:47:016;41,31002463;2,34079083;1584,87927790452;5199,73533012026;10,84375;86,956787;1000;52;4CAD3C;RYR1FB;1013,2;1,23;62,93;276;0,062;278;61,699219;251;0,416;2464;2528;2077;276,54;62,8748;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:47:195;41,2948634;2,13683159;419,098324322142;1374,99454636906;1,625;102,540894;1421;13,75;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;95,976562;167;0,26;1280;1216;2082;181,94;95,6744;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:51:008;41,31231673;2,34690479;1638,21514458489;5374,72177495988;11,128906;86,31958;1000;53,75;4CAD3C;RYR1FB;1013,2;N/A;N/A;N/A;N/A;N/A;62,050781;251;0,416;2496;2496;2077;276,98;63,1549;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:51:180;41,29451682;2,14123946;441,957866831683;1449,99304781606;1,824219;101,810303;1421;14,5;3424D2;VLG6152;1014;2,285;96,68;186;0,25;180;96,328125;172;0,268;1152;1088;2082;186,34;96,7786;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:54:992;41,31460368;2,35299793;1683,9309325479;5524,70796074044;11,414062;85,715332;1000;55,25;4CAD3C;RYR1FB;1013,2;N/A;N/A;N/A;N/A;N/A;62,226562;251;0,416;2528;2528;2077;276,98;63,1549;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:55:164;41,29408348;2,14579447;464,817337613553;1524,99131393605;2,03125;101,332397;1421;15,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;97,03125;177;0,276;1216;1088;2082;191,84;97,4927;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:58:984;41,31689506;2,35905684;1737,26665294543;5699,69392564948;11,699219;85,13855;1000;57;4CAD3C;RYR1FB;1013,2;N/A;N/A;N/A;N/A;N/A;62,402344;250;0,42;2560;2528;2077;276,54;63,3417;No alert, no SPI, aircraft airbone
CAT048;20;129;04:04:59:164;41,29356969;2,15067868;487,676706058905;1599,9892443063;2,253906;100,991821;1421;16;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;97,558594;183;0,284;1088;1088;2082;197,12;98,1683;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:02:977;41,3191903;2,36517758;1790,60223594587;5874,67943978066;11,988281;84,589233;1000;58,75;4CAD3C;RYR1FB;1013,2;0,879;63,457;276;0,031;278;62,578125;250;0,42;2464;2432;2077;277,42;63,4296;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:03:156;41,29302668;2,15546406;510,536022949032;1674,9870055321;2,472656;100,772095;1421;16,75;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;98,4375;188;0,292;1120;1120;2082;201,52;98,8495;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:07:148;41,29241962;2,16040834;533,395250531845;1749,9844737549;2,699219;100,640259;1421;17,5;3424D2;VLG6152;1014;1,055;99,316;206;0,094;202;99,140625;192;0,3;1120;1088;2082;207,02;99,4592;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:11:141;41,29177638;2,16543065;556,254396351986;1824,98167372745;2,929688;100,557861;1421;18,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;99,667969;197;0,308;1120;1184;2082;211,2;99,8163;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:15:133;41,29108157;2,17060688;586,733442829922;1924,97854857412;3,167969;100,519409;1421;19,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;99,316406;200;0,312;1376;1536;2082;215,6;100,1569;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:19:125;41,2903585;2,17586397;617,212398173288;2024,97512442285;3,410156;100,50293;1421;20,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;98,964844;203;0,32;1792;1952;2082;217,58;100,3271;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:23:117;41,28963987;2,18110446;662,931279926561;2174,97146043426;3,652344;100,48645;1421;21,75;3424D2;VLG6152;1014;-0,527;100,195;218;-0,031;216;98,789062;204;0,32;2144;2336;2082;218,68;100,2777;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:27:117;41,28892327;2,18634533;708,650084810331;2324,96754424913;3,894531;100,469971;1421;23,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;98,4375;203;0,32;2496;2656;2082;218,46;100,0195;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:31:109;41,28821762;2,19157084;769,608816534281;2524,96338963833;4,136719;100,447998;1421;25,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;98,4375;198;0,312;2848;2976;2082;217,36;99,8053;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:35:109;41,28753034;2,19688848;830,567446582951;2724,95890144721;4,382812;100,404053;1421;27,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;98,4375;196;0,312;2912;2880;2082;214,94;99,3713;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:36:500;41,28410912;2,07948195;7,6196009516716;24,9986915862823;1,425781;225,74707;5343;0,25;3444CF;VLG9YD;1014;0;65,742;94;-0,938;102;64,335938;100;0,152;-64;64;2095;91,96;64,6875;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:39:102;41,2868859;2,20204895;883,906040729024;2899,95429466541;4,621094;100,349121;1421;29;3424D2;VLG6152;1014;-0,527;99,141;214;-0,031;208;98,261719;193;0,308;2688;2592;2082;213,84;99,1516;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:40:477;41,28500085;2,08184242;7,61971028335392;24,9990502860389;1,3125;224,165039;5343;0,25;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;64,160156;121;0,18;64;64;2095;116,38;65,6323;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:43:094;41,28626265;2,20722367;929,624555298127;3049,94942600431;4,859375;100,283203;1421;30,5;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;97,734375;193;0,308;2432;2368;2082;213,62;98,8879;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:44:438;41,28596704;2,08477902;7,61983180418611;24,9994489764459;1,179688;221,495361;5343;0,25;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;63,457031;139;0,212;-64;64;2095;137,06;65,863;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:47:086;41,28565367;2,21248039;982,962968593463;3224,94422588018;5,101562;100,206299;1421;32,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;96,855469;192;0,308;2368;2304;2082;213,62;98,6188;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:48:391;41,28711747;2,0880811;-6,02025538682938E-05;-0,000197514946833253;1,03125;217,814941;5343;0;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;62,578125;159;0,236;-1184;224;2095;156,2;65,4016;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:51:078;41,28507703;2,2175776;1028,68135546613;3374,93893826751;5,335938;100,129395;1421;33,75;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;96,152344;191;0,308;2240;2208;2082;213,4;98,3551;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:52:320;41,2883831;2,09185353;15,240030542016;50,0001018034679;0,871094;211,997681;5343;0,5;3444CF;VLG9YD;1014;-0,176;66,27;170;0,375;172;61,523438;169;0,256;1760;1600;2095;170,72;66,1377;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:55:070;41,28450643;2,2227736;1066,77963532228;3499,93329875075;5,574219;100,046997;1421;35;3424D2;VLG6152;1014;-0,879;98,086;214;-0,062;208;96,152344;192;0,308;2048;1824;2082;214,28;98,053;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:56:227;41,2896164;2,09559527;68,5800849702209;225,0002859737;0,726562;203,735962;5343;2,25;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;59,765625;172;0,26;2944;3008;2095;173,8;66,2366;No alert, no SPI, aircraft airbone
CAT048;20;129;04:05:59:063;41,28395596;2,22797398;1104,8778369613;3624,92740261611;5,8125;99,959106;1421;36,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;95,976562;194;0,312;1568;1376;2082;217,14;97,9431;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:00:086;41,2908641;2,0993085;129,540102709085;425,000350572074;0,605469;191,903687;5343;4,25;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;59,941406;170;0,26;3680;3744;2095;172,92;66,1047;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:03:063;41,28337143;2,23344884;1127,73586170841;3699,92092452742;6,0625;99,876709;1421;37;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;95,800781;199;0,32;1248;736;2082;221,32;97,7948;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:03:898;41,29214668;2,10290262;205,740084605291;675,000299176425;0,523438;175,742798;5343;6,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;62,050781;166;0,252;3712;3904;2095;171,16;65,8301;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:07:055;41,28281607;2,23894743;1135,353791737;3724,91413408241;6,3125;99,783325;1421;37,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;95,625;205;0,332;224;128;2082;229,24;97,7728;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:07:672;41,29330647;2,10650772;266,70003571827;875,000145185928;0,503906;155,593872;5343;8,75;3444CF;VLG9YD;1014;15,82;67,148;172;1,438;170;66,269531;164;0,252;3168;3328;2095;171,38;67,3242;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:11:047;41,28225187;2,24461822;1142,97156743798;3749,90683731324;6,570312;99,689941;1421;37,5;3424D2;VLG6152;1014;-0,176;97,559;236;-0,062;232;95,625;213;0,344;544;736;2082;237,16;97,5146;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:11:453;41,29415942;2,11034769;327,659952311777;1074,99987794257;0,566406;136,30188;5343;10,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;75,410156;164;0,252;2816;2944;2095;172,92;73,8721;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:15:039;41,28169254;2,25035959;1165,82922269404;3824,89914698351;6,832031;99,596558;1421;38,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;95,625;219;0,356;1184;1408;2082;242,22;97,5916;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:15:297;41,29465823;2,11437283;380,999827272259;1249,99947330792;0,691406;123,052368;5343;12,5;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;84,199219;166;0,256;2240;2368;2095;176,66;82,1887;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:19:031;41,28109407;2,25633844;1203,92668302543;3949,89081873717;7,105469;99,51416;1421;39,5;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;95,800781;222;0,36;1760;1984;2082;246,4;97,7014;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:19:203;41,29475796;2,11870313;419,099647982046;1374,99888908542;0,859375;115,334473;5343;13,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;91,933594;169;0,26;2272;2112;2095;181,06;90,3131;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:23:031;41,28046366;2,2623893;1249,64401148167;4099,88205862951;7,382812;99,448242;1421;41;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;95,976562;224;0,364;2272;2496;2082;248,38;97,6355;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:23:156;41,29462308;2,12321344;464,81940805912;1524,99810673668;1,050781;110,852051;5343;15,25;3444CF;VLG9YD;1014;4,395;93,34;188;0,5;184;93,164062;176;0,272;2208;2304;2095;188,54;93,3453;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:27:023;41,27985647;2,2684366;1302,98123747949;4274,8729631722;7,660156;99,376831;1421;42,75;3424D2;VLG6152;1014;9,844;98,438;248;0,75;246;96,855469;225;0,368;2720;2944;2082;249,04;98,5529;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:27:117;41,29435686;2,12793078;510,539097272791;1674,99709189646;1,257812;108,006592;5343;16,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;94,21875;181;0,284;2432;2560;2095;194,92;95,0043;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:31:016;41,27912255;2,27435915;1363,93842789996;4474,86375179132;7,933594;99,371338;1421;44,75;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;102,832031;224;0,368;3008;3136;2082;248,6;103,0243;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:31:094;41,29400579;2,13272365;563,878718288615;1849,99585411002;1,472656;106,138916;5343;18,5;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,800781;183;0,288;2304;2176;2095;196,24;95,8557;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:35:016;41,27792924;2,28035451;1424,89550729562;4674,85417615575;8,214844;99,552612;1421;46,75;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;110,566406;224;0,368;3040;3136;2082;248,38;108,067;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:35:070;41,29360396;2,13750533;601,978276389651;1974,99440831022;1,6875;104,859009;5343;19,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,800781;187;0,292;2016;1856;2095;198,66;96,9434;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:39:016;41,27566186;2,28574258;1485,85286637209;4874,84551810822;8,480469;100,184326;1421;48,75;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;118,828125;223;0,368;3072;3104;2082;247,94;117,9053;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:39:055;41,29315313;2,14234151;640,077764645219;2099,99273335862;1,90625;103,94165;5343;21;3444CF;VLG9YD;1014;1,582;97,383;202;0,125;202;96,328125;190;0,296;1568;1344;2095;201,74;97,1246;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:43:016;41,27353161;2,29096674;1546,81023422629;5074,83688885897;8,738281;100,733643;1421;50,75;3424D2;VLG6152;1014;26,895;126,211;248;2,125;248;127,617188;224;0,372;3072;3136;2082;248,38;126,3153;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:43:039;41,29264793;2,14734367;670,557166759856;2199,99077499241;2,132812;103,255005;5343;22;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;96,152344;193;0,304;1376;1248;2095;208,12;97,7399;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:47:016;41,27049185;2,29539536;1607,76803576015;5274,82968244333;8,972656;101,640015;1421;52,75;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;136,054688;223;0,372;3168;3232;2082;247,06;134,8352;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:47:031;41,2921031;2,1524278;693,41648757644;2274,98854910029;2,363281;102,738647;5343;22,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;96,503906;195;0,308;1408;1344;2095;212,3;98,1299;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:51:031;41,26698466;2,29935935;1676,34610034619;5499,82333985978;9,195312;102,700195;1421;55;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;144,316406;222;0,368;3232;3232;2082;245,96;143,2672;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:51:023;41,29152516;2,15765867;723,895713345148;2374,98601217129;2,601562;102,32666;5343;23,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;96,855469;200;0,316;1152;960;2095;217,58;98,465;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:55:016;41,29090641;2,16307653;739,134830876254;2424,98311853205;2,847656;101,99707;5343;24,25;3444CF;VLG9YD;1014;0,703;98,613;224;0,062;220;97,382812;206;0,324;896;928;2095;224,84;98,7067;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:55:039;41,26310287;2,30259493;1744,92459736578;5724,81841602155;9,394531;103,892212;1421;57,25;3424D2;VLG6152;1014;N/A;N/A;N/A;N/A;N/A;151,875;221;0,372;3168;2848;2082;246,84;151,1444;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:59:008;41,2902627;2,1685454;769,613857008517;2524,97992662782;3,097656;101,738892;5343;25,25;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;97,558594;211;0,332;1696;1728;2095;229,9;98,7616;No alert, no SPI, aircraft airbone
CAT048;20;129;04:06:59:047;41,25894035;2,30511894;1798,26353838667;5899,81494728053;9,570312;105,183105;1421;59;3424D2;VLG6152;1014;25,664;158,379;248;1,812;248;159,257812;222;0,372;2464;2208;2082;248,38;158,4943;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:03:000;41,28959675;2,17415917;815,332770215347;2674,97636583332;3,355469;101,519165;5343;26,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;97,382812;213;0,336;2432;2496;2095;233,86;98,855;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:06:992;41,28892923;2,17984807;868,671578499489;2849,97246160426;3,617188;101,321411;5343;28,5;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;96,855469;212;0,336;2976;3040;2095;233,86;98,6133;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:10:984;41,28827385;2,18561613;929,630276881158;3049,96819760278;3,882812;101,12915;5343;30,5;3444CF;VLG9YD;1014;-0,176;98,438;234;0;228;96,503906;212;0,34;3072;3168;2095;234,74;98,5748;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:14:977;41,28764176;2,19120005;998,208927757107;3274,96377854263;4,140625;100,964355;5343;32,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,976562;212;0,34;3200;3168;2095;234,74;98,3331;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:18:969;41,28701401;2,19697342;1059,1674399823;3474,95890379151;4,40625;100,794067;5343;34,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,800781;212;0,34;3072;3136;2095;235,4;98,0585;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:22:961;41,28640446;2,20275048;1120,12585686892;3674,95371624984;4,671875;100,629272;5343;36,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,800781;212;0,34;3168;3168;2095;235,4;98,0585;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:26:953;41,28579811;2,20851559;1188,70418340713;3899,94823308944;4,9375;100,480957;5343;39;3444CF;VLG9YD;1014;0;97,734;234;0;230;95,976562;212;0,344;3264;3232;2095;234,3;97,8497;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:28:320;41,28526458;2,08272727;-0,000249758362770081;-0,000819417226910591;1,273438;223,36853;1000;0;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;64,160156;111;0,168;128;32;1610;108,46;66,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:30:953;41,28521983;2,21412164;1249,66246607248;4099,94260518923;5,195312;100,343628;5343;41;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,625;211;0,344;3296;3296;2095;234,3;97,8497;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:32:281;41,2861096;2,08535175;-0,000145512633025646;-0,000477403666935861;1,15625;220,814209;1000;0;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;63,105469;125;0,188;288;32;1610;119,46;65,7916;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:34:945;41,28463431;2,21980179;1318,2406358514;4324,9366077267;5,457031;100,217285;5343;43,25;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,625;210;0,344;3328;3296;2095;233,2;97,641;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:36:242;41,28714058;2,08832449;-5,13745471835136E-05;-0,000168551669381559;1,023438;217,375488;1000;0;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;63,28125;137;0,208;128;0;1610;134,2;65,3412;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:38:938;41,28407003;2,22539785;1386,81874347106;4549,93040632958;5,714844;100,096436;5343;45,5;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,625;210;0,344;3296;3264;2095;233,2;97,641;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:40:180;41,28817199;2,09149175;2,60695815086365E-05;8,55301257967949E-05;0,890625;212,459106;1000;0;4CA643;RYR28RR;1014,2;0,527;65,742;150;0,062;152;63,28125;149;0,224;480;160;1610;150,48;65,6488;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:42:930;41,28348161;2,23116443;1455,39670150541;4774,923714167;5,980469;99,986572;5343;47,75;3444CF;VLG9YD;1014;0,176;97,383;232;0,031;232;95,625;211;0,348;3200;3200;2095;232,1;97,4268;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:44:094;41,28939093;2,09498463;15,2400792008266;50,0002614452399;0,75;205,252075;1000;0,5;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;63,808594;156;0,236;1888;1376;1610;157,74;66,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:46:922;41,28294045;2,23677673;1516,35462300573;4974,9169013421;6,238281;99,871216;5343;49,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,625;211;0,348;3296;3296;2095;232,1;97,4268;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:47:977;41,29050284;2,09847592;45,7201037686318;150,000345248278;0,632812;194,837036;1000;1,5;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;61,699219;156;0,236;1632;1792;1610;159,72;67,1265;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:50:914;41,28238711;2,24237351;1584,93246248923;5199,90982023317;6,496094;99,772339;5343;52;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;95,800781;211;0,348;3552;3328;2095;231,22;97,4597;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:51:805;41,29153201;2,10199175;83,8200984569266;275,000331821423;0,550781;180,31311;1000;2,75;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;62,050781;157;0,24;1920;1856;1610;160,82;68,0658;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:54:906;41,28182479;2,24806822;1645,89017361682;5399,902317209;6,757812;99,678955;5343;54;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;94,21875;210;0,352;2848;2656;2095;232,32;95,9271;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:55:602;41,29268368;2,10548589;121,920058454387;400,000204579491;0,507812;162,130737;1000;4;4CA643;RYR28RR;1014,2;0,879;68,73;164;0,094;162;62,929688;159;0,24;1792;1984;1610;163,24;68,7854;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:58:898;41,28146113;2,253731;1699,22779820673;5574,89452946857;7,015625;99,497681;5343;55,75;3444CF;VLG9YD;1014;-22,5;90,879;236;-1,688;236;88,066406;212;0,352;2144;1920;2095;235,18;90,9723;No alert, no SPI, aircraft airbone
CAT048;20;129;04:07:59:383;41,29363136;2,10910091;160,019987903535;524,999977113435;0,535156;143,085938;1000;5,25;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;66,796875;160;0,244;1952;2080;1610;165,22;69,8071;No alert, no SPI, aircraft airbone
CAT048;20;129;04:08:02:891;41,2815627;2,25944101;1729,70528998412;5674,88630359151;7,269531;99,107666;5343;56,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;79,980469;216;0,36;1472;1344;2095;238,92;85,4352;No alert, no SPI, aircraft airbone
CAT048;20;129;04:08:03:203;41,29448294;2,11284857;198,119879760779;649,999626314356;0,621094;127,386475;1000;6,5;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;71,015625;160;0,244;1920;2080;1610;166,54;71,7792;No alert, no SPI, aircraft airbone
CAT048;20;129;04:08:06:883;41,28286414;2,26529518;1760,18257101718;5774,87738629602;7,519531;98,190308;5343;57,75;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;70,839844;220;0,368;1312;1184;2095;245,96;74,6631;No alert, no SPI, aircraft airbone
CAT048;20;129;04:08:07:078;41,29519266;2,1168329;236,219725466333;774,999124098965;0,753906;116,306763;1000;7,75;4CA643;RYR28RR;1014,2;N/A;N/A;N/A;N/A;N/A;79,453125;159;0,244;1664;1984;1610;168,08;79,0192;No alert, no SPI, aircraft airbone
CAT048;20;129;04:08:10:859;41,28424821;2,27104704;1783,0398048209;5849,86831324861;7,765625;97,300415;5343;58,5;3444CF;VLG9YD;1014;N/A;N/A;N/A;N/A;N/A;64,335938;225;0,376;1568;1440;2095;250,36;67,4286;No alert, no SPI, aircraft airbone
